x,y,z,m
-294.168,47.7625,259.092,4
-294.168,47.7625,266.0135,5
-285.2886,45.8375,266.0135,6
-294.168,47.7625,259.092,7
-303.0059,51.85,259.092,8
-303.0059,51.85,266.0135,9
-294.168,47.7625,266.0135,10
-303.0059,51.85,259.092,1
-311.7612,55.3,259.092,2
-311.7612,55.3,266.0135,3
-303.0059,51.85,266.0135,4
-311.7612,55.3,259.092,5
-320.723,58.75,259.092,6
-320.723,58.75,266.0135,7
-311.7612,55.3,266.0135,8
-320.723,58.75,259.092,9
-329.2717,62.2,259.092,10
-329.2717,62.2,266.0135,1
-320.723,58.75,266.0135,2
-329.2717,62.2,259.092,3
-338.0273,65.65,259.092,4
-338.0273,65.65,266.0135,5
-329.2717,62.2,266.0135,6
-338.0273,65.65,259.092,7
-346.6055,70.1125,259.092,8
-346.6055,70.1125,266.0135,9
-338.0273,65.65,266.0135,10
-346.6055,70.1125,259.092,1
-355.2765,73.6625,259.092,2
-355.2765,73.6625,266.0135,3
-346.6055,70.1125,266.0135,4
-355.2765,73.6625,259.092,5
-364.3903,77.2125,259.092,6
-364.3903,77.2125,266.0135,7
-355.2765,73.6625,266.0135,8
-364.3903,77.2125,259.092,9
-373.0912,80.7625,259.092,10
-373.0912,80.7625,266.0135,1
-364.3903,77.2125,266.0135,2
-373.0912,80.7625,259.092,3
-381.7919,84.325,259.092,4
-381.7919,84.325,266.0135,5
-373.0912,80.7625,266.0135,6
-381.7919,84.325,259.092,7
-390.4927,87.875,259.092,8
-390.4927,87.875,266.0135,9
-381.7919,84.325,266.0135,10
-390.4927,87.875,259.092,1
-399.4,91.425,259.092,2
-399.4,91.425,266.0135,3
-390.4927,87.875,266.0135,4
-399.4,91.425,259.092,5
-408.2375,94.975,259.092,6
-408.2375,94.975,266.0135,7
-399.4,91.425,266.0135,8
-408.2375,94.975,259.092,9
-416.8274,98.525,259.092,10
-416.8274,98.525,266.0135,1
-408.2375,94.975,266.0135,2
-416.8274,98.525,259.092,3
-425.6055,102.075,259.092,4
-425.6056,102.075,266.0135,5
-416.8274,98.525,266.0135,6
-425.6055,102.075,259.092,7
-434.3375,105.6125,259.092,8
-434.3375,105.6125,259.092,9
-443.0706,109.0005,259.092,10
-443.0706,109.0005,259.092,1
-451.8692,112.4,259.092,2
-451.8692,112.4,259.092,3
-460.504,116.375,259.092,4
-460.504,116.375,259.092,5
-469.2359,119.5625,259.092,6
-469.2359,119.5625,259.092,7
-478.2126,122.75,259.092,8
-478.2126,122.75,259.092,9
-486.8199,126.225,259.092,10
-486.8199,126.225,259.092,1
-493.1625,126.225,259.092,2
-258.8964,33.7125,271.7431,3
-268.1092,38.05,271.7431,4
-268.1092,38.05,271.7431,5
-276.8639,41.5,271.7431,6
-276.8639,41.5,271.7431,7
-285.2886,45.8375,271.7431,8
-285.2886,45.8375,271.7431,9
-294.168,47.7625,271.7431,10
-294.168,47.7625,271.7431,1
-303.0059,51.85,271.7431,2
-303.0059,51.85,271.7431,3
-311.7612,55.3,271.7431,4
-311.7612,55.3,271.7431,5
-320.723,58.75,271.7431,6
-320.723,58.75,271.7431,7
-329.2717,62.2,271.7431,8
-329.2717,62.2,271.7431,9
-338.0273,65.65,271.7431,10
-338.0273,65.65,271.7431,1
-346.6055,70.1125,271.7431,2
-346.6055,70.1125,271.7431,3
-355.2765,73.6625,271.7431,4
-355.2765,73.6625,271.7431,5
-364.3903,77.2125,271.7431,6
-364.3903,77.2125,271.7431,7
-373.0912,80.7625,271.7431,8
-373.0912,80.7625,271.7431,9
-381.7919,84.325,271.7431,10
-381.7919,84.325,271.7431,1
-390.4929,87.875,271.7431,2
-390.4929,87.875,271.7431,3
-399.4001,91.425,271.7431,4
-399.4001,91.425,271.7431,5
-408.2375,94.975,271.7431,6
-408.2375,94.975,271.7431,7
-416.8274,98.525,271.7431,8
-416.8274,98.525,271.7431,9
-425.6056,102.075,271.7431,10
-258.9074,33.7125,278.1969,1
-268.1094,38.05,278.1969,2
-268.1094,38.05,278.1969,3
-276.8639,41.5,278.1969,4
-276.8639,41.5,278.1969,5
-285.2888,45.8375,278.1969,6
-285.2888,45.8375,278.1969,7
-294.168,47.7625,278.1969,8
-294.168,47.7625,278.1969,9
-303.0059,51.85,278.1969,10
-303.0059,51.85,278.1969,1
-311.7612,55.3,278.1969,2
-311.7612,55.3,278.1969,3
-320.7231,58.75,278.1969,4
-320.7231,58.75,278.1969,5
-329.2717,62.2,278.1969,6
-329.2717,62.2,278.1969,7
-338.0273,65.65,278.1969,8
-338.0273,65.65,278.1969,9
-346.6055,70.1125,278.1969,10
-346.6055,70.1125,278.1969,1
-355.2766,73.6625,278.1969,2
-355.2766,73.6625,278.1969,3
-364.3904,77.2125,278.1969,4
-364.3904,77.2125,278.1969,5
-373.0912,80.7625,278.1969,6
-373.0912,80.7625,278.1969,7
-381.7919,84.325,278.1969,8
-381.7919,84.325,278.1969,9
-390.4929,87.875,278.1969,10
-390.4929,87.875,278.1969,1
-399.4001,91.425,278.1969,2
-399.4001,91.425,278.1969,3
-408.2375,94.975,278.1969,4
-408.2375,94.975,278.1969,5
-416.8274,98.525,278.1969,6
-416.8274,98.525,278.1969,7
-425.6056,102.075,278.1969,8
-258.9282,33.7125,290.4605,9
-268.1094,38.05,290.4605,10
-268.1094,38.05,290.4605,1
-276.8639,41.5,290.4605,2
-276.8639,41.5,290.4605,3
-285.2888,45.8375,290.4605,4
-285.2888,45.8375,290.4605,5
-294.168,47.7625,290.4605,6
-294.168,47.7625,290.4605,7
-303.006,51.85,290.4605,8
-303.006,51.85,290.4605,9
-311.7614,55.3,290.4605,10
-311.7614,55.3,290.4605,1
-320.7231,58.75,290.4605,2
-320.7231,58.75,290.4605,3
-329.2717,62.2,290.4605,4
-329.2717,62.2,290.4605,5
-338.0273,65.65,290.4605,6
-338.0273,65.65,290.4605,7
-346.6056,70.1125,290.4605,8
-346.6056,70.1125,290.4605,9
-355.2766,73.6625,290.4605,10
-355.2766,73.6625,290.4605,1
-364.3904,77.2125,290.4605,2
-364.3904,77.2125,290.4605,3
-373.0912,80.7625,290.4605,4
-373.0912,80.7625,290.4605,5
-381.7919,84.325,290.4605,6
-381.7919,84.325,290.4605,7
-390.4929,87.875,290.4605,8
-390.4929,87.875,290.4605,9
-399.4001,91.425,290.4605,10
-399.4001,91.425,290.4605,1
-408.2375,94.975,290.4605,2
-408.2375,94.975,290.4605,3
-416.8275,98.525,290.4605,4
-416.8275,98.525,290.4605,5
-425.6056,102.075,290.4605,6
-258.9401,33.7125,297.4311,7
-268.1094,38.05,297.4311,8
-268.1094,38.05,303.2524,9
-258.95,33.7125,303.2524,10
-268.1094,38.05,297.4311,1
-276.864,41.5,297.4311,2
-276.864,41.5,303.2524,3
-268.1094,38.05,303.2524,4
-276.864,41.5,297.4311,5
-285.2888,45.8375,297.4311,6
-285.2888,45.8375,303.2524,7
-276.864,41.5,303.2524,8
-285.2888,45.8375,297.4311,9
-294.168,47.7625,297.4311,10
-294.168,47.7625,303.2524,1
-285.2888,45.8375,303.2524,2
-294.168,47.7625,297.4311,3
-303.006,51.85,297.4311,4
-303.006,51.85,303.2524,5
-294.168,47.7625,303.2524,6
-303.006,51.85,297.4311,7
-311.7614,55.3,297.4311,8
-311.7614,55.3,303.2524,9
-303.006,51.85,303.2524,10
-311.7614,55.3,297.4311,1
-320.7231,58.75,297.4311,2
-320.7233,58.75,303.2524,3
-311.7614,55.3,303.2524,4
-320.7231,58.75,297.4311,5
-329.2719,62.2,297.4311,6
-329.2719,62.2,303.2524,7
-320.7233,58.75,303.2524,8
-329.2719,62.2,297.4311,9
-338.0273,65.65,297.4311,10
-338.0274,65.65,303.2524,1
-329.2719,62.2,303.2524,2
-338.0273,65.65,297.4311,3
-346.6056,70.1125,297.4311,4
-346.6056,70.1125,303.2524,5
-338.0274,65.65,303.2524,6
-346.6056,70.1125,297.4311,7
-355.2766,73.6625,297.4311,8
-355.2766,73.6625,303.2524,9
-346.6056,70.1125,303.2524,10
-355.2766,73.6625,297.4311,1
-364.3904,77.2125,297.4311,2
-364.3904,77.2125,303.2524,3
-355.2766,73.6625,303.2524,4
-364.3904,77.2125,297.4311,5
-373.0914,80.7625,297.4311,6
-373.0914,80.7625,303.2524,7
-364.3904,77.2125,303.2524,8
-373.0914,80.7625,297.4311,9
-381.792,84.325,297.4311,10
-381.792,84.325,303.2524,1
-373.0914,80.7625,303.2524,2
-381.792,84.325,297.4311,3
-390.4929,87.875,297.4311,4
-390.4929,87.875,303.2524,5
-381.792,84.325,303.2524,6
-390.4929,87.875,297.4311,7
-399.4001,91.425,297.4311,8
-399.4001,91.425,303.2524,9
-390.4929,87.875,303.2524,10
-399.4001,91.425,297.4311,1
-408.2375,94.975,297.4311,2
-408.2375,94.975,303.2524,3
-399.4001,91.425,303.2524,4
-408.2375,94.975,297.4311,5
-416.8275,98.525,297.4311,6
-416.8275,98.525,303.2524,7
-408.2375,94.975,303.2524,8
-416.8275,98.525,297.4311,9
-425.6056,102.075,297.4311,10
-425.6056,102.075,303.2524,1
-416.8275,98.525,303.2524,2
-258.95,33.7125,309.9517,3
-268.1094,38.05,309.9517,4
-268.1094,38.05,309.9517,5
-276.864,41.5,309.9517,6
-276.864,41.5,309.9517,7
-285.2888,45.8375,309.9517,8
-285.2888,45.8375,309.9517,9
-294.1681,47.7625,309.9517,10
-294.1681,47.7625,309.9517,1
-303.006,51.85,309.9517,2
-303.006,51.85,309.9517,3
-311.7614,55.3,309.9517,4
-311.7614,55.3,309.9517,5
-320.7233,58.75,309.9517,6
-320.7233,58.75,309.9517,7
-329.2719,62.2,309.9517,8
-329.2719,62.2,309.9517,9
-338.0274,65.65,309.9517,10
-338.0274,65.65,309.9517,1
-346.6056,70.1125,309.9517,2
-346.6056,70.1125,309.9517,3
-355.2766,73.6625,309.9517,4
-355.2766,73.6625,309.9517,5
-364.3905,77.2125,309.9517,6
-364.3905,77.2125,309.9517,7
-373.0914,80.7625,309.9517,8
-373.0914,80.7625,309.9517,9
-381.792,84.325,309.9517,10
-381.792,84.325,309.9517,1
-390.4929,87.875,309.9517,2
-390.4929,87.875,309.9517,3
-399.4001,91.425,309.9517,4
-399.4001,91.425,309.9517,5
-408.2375,94.975,309.9517,6
-408.2375,94.975,309.9517,7
-416.8275,98.525,309.9517,8
-416.8275,98.525,309.9517,9
-425.6056,102.075,309.9517,10
-258.95,33.7125,316.1479,1
-268.1095,38.05,316.1479,2
-268.1095,38.05,316.1479,3
-276.864,41.5,316.1479,4
-276.864,41.5,316.1479,5
-285.2889,45.8375,316.1479,6
-285.2889,45.8375,316.1479,7
-294.1681,47.7625,316.1479,8
-294.1681,47.7625,316.1479,9
-303.006,51.85,316.1479,10
-303.006,51.85,316.1479,1
-311.7614,55.3,316.1479,2
-311.7614,55.3,316.1479,3
-320.7233,58.75,316.1479,4
-320.7233,58.75,316.1479,5
-329.2719,62.2,316.1479,6
-329.2719,62.2,316.1479,7
-338.0274,65.65,316.1479,8
-338.0274,65.65,316.1479,9
-346.6056,70.1125,316.1479,10
-346.6056,70.1125,316.1479,1
-355.2766,73.6625,316.1479,2
-355.2766,73.6625,316.1479,3
-364.3905,77.2125,316.1479,4
-364.3905,77.2125,316.1479,5
-373.0914,80.7625,316.1479,6
-373.0914,80.7625,316.1479,7
-381.792,84.325,316.1479,8
-381.792,84.325,316.1479,9
-390.4929,87.875,316.1479,10
-390.4929,87.875,316.1479,1
-399.4001,91.425,316.1479,2
-399.4001,91.425,316.1479,3
-408.2375,94.975,316.1479,4
-408.2375,94.975,316.1479,5
-416.8275,98.525,316.1479,6
-416.8275,98.525,316.1479,7
-425.6056,102.075,316.1479,8
-425.6056,102.075,316.1479,9
-425.6056,102.075,309.9517,10
-434.3375,105.6125,309.9517,1
-434.3375,105.6125,316.1479,2
-434.3375,105.6125,316.1479,3
-434.3375,105.6125,309.9517,4
-443.2869,109.0059,309.9517,5
-443.287,109.0059,316.1479,6
-443.287,109.0059,316.1479,7
-443.2869,109.0059,309.9517,8
-451.8967,113.2,309.9517,9
-451.8969,113.2,316.1479,10
-451.8969,113.2,316.1479,1
-451.8967,113.2,309.9517,2
-460.6617,116.375,309.9517,3
-460.6619,116.375,316.1479,4
-460.6619,116.375,316.1479,5
-460.6617,116.375,309.9517,6
-469.3611,119.5625,309.9517,7
-469.3613,119.5625,316.1479,8
-469.3613,119.5625,316.1479,9
-469.3611,119.5625,309.9517,10
-478.2334,122.75,309.9517,1
-478.2335,122.75,316.1479,2
-478.2335,122.75,316.1479,3
-478.2334,122.75,309.9517,4
-486.9088,126.225,309.9517,5
-486.9089,126.225,316.1479,6
-486.9089,126.225,316.1479,7
-486.9088,126.225,309.9517,8
-493.1625,126.225,309.9517,9
-493.1625,126.225,316.1479,10
-258.95,33.7125,321.9567,1
-268.1095,38.05,321.9567,2
-268.1095,38.05,321.9567,3
-276.864,41.5,321.9567,4
-276.864,41.5,321.9567,5
-285.2889,45.8375,321.9567,6
-285.2889,45.8375,321.9567,7
-294.1681,47.7625,321.9567,8
-294.1681,47.7625,321.9567,9
-303.0061,51.85,321.9567,10
-303.0061,51.85,321.9567,1
-311.7614,55.3,321.9567,2
-311.7614,55.3,321.9567,3
-320.7233,58.75,321.9567,4
-320.7233,58.75,321.9567,5
-329.2719,62.2,321.9567,6
-329.2719,62.2,321.9567,7
-338.0274,65.65,321.9567,8
-338.0274,65.65,321.9567,9
-346.6058,70.1125,321.9567,10
-346.6058,70.1125,321.9567,1
-355.2768,73.6625,321.9567,2
-355.2768,73.6625,321.9567,3
-364.3905,77.2125,321.9567,4
-364.3905,77.2125,321.9567,5
-373.0914,80.7625,321.9567,6
-373.0914,80.7625,321.9567,7
-381.7921,84.325,321.9567,8
-381.7921,84.325,321.9567,9
-390.4929,87.875,321.9567,10
-390.4929,87.875,321.9567,1
-399.4003,91.425,321.9567,2
-399.4003,91.425,321.9567,3
-408.2375,94.975,321.9567,4
-408.2375,94.975,321.9567,5
-416.8275,98.525,321.9567,6
-416.8275,98.525,321.9567,7
-425.6057,102.075,321.9567,8
-425.6057,102.075,321.9567,9
-434.3375,105.6125,321.9567,10
-434.3375,105.6125,321.9567,1
-443.2871,109.0059,321.9567,2
-443.2871,109.0059,321.9567,3
-451.897,113.2,321.9567,4
-451.897,113.2,321.9567,5
-460.662,116.375,321.9567,6
-460.662,116.375,321.9567,7
-469.3614,119.5625,321.9567,8
-469.3614,119.5625,321.9567,9
-478.2336,122.75,321.9567,10
-478.2336,122.75,321.9567,1
-486.909,126.225,321.9567,2
-486.909,126.225,321.9567,3
-493.1625,126.225,321.9567,4
-258.95,33.7125,328.0238,5
-268.1095,38.05,328.0238,6
-268.1095,38.05,328.0238,7
-276.8641,41.5,328.0238,8
-276.8641,41.5,328.0238,9
-285.2889,45.8375,328.0238,10
-285.2889,45.8375,328.0238,1
-294.1681,47.7625,328.0238,2
-294.1681,47.7625,328.0238,3
-303.0061,51.85,328.0238,4
-303.0061,51.85,328.0238,5
-311.7614,55.3,328.0238,6
-311.7614,55.3,328.0238,7
-320.7233,58.75,328.0238,8
-320.7233,58.75,328.0238,9
-329.272,62.2,328.0238,10
-329.272,62.2,328.0238,1
-338.0274,65.65,328.0238,2
-338.0274,65.65,328.0238,3
-346.6058,70.1125,328.0238,4
-346.6058,70.1125,328.0238,5
-355.2768,73.6625,328.0238,6
-355.2768,73.6625,328.0238,7
-364.3905,77.2125,328.0238,8
-364.3905,77.2125,328.0238,9
-373.0914,80.7625,328.0238,10
-373.0914,80.7625,328.0238,1
-381.7921,84.325,328.0238,2
-381.7921,84.325,328.0238,3
-390.4929,87.875,328.0238,4
-390.4929,87.875,328.0238,5
-399.4003,91.425,328.0238,6
-399.4003,91.425,328.0238,7
-408.2375,94.975,328.0238,8
-408.2375,94.975,328.0238,9
-416.8275,98.525,328.0238,10
-416.8275,98.525,328.0238,1
-425.6057,102.075,328.0238,2
-425.6057,102.075,328.0238,3
-434.3375,105.6125,328.0238,4
-434.3375,105.6125,328.0238,5
-443.2872,109.0059,328.0238,6
-443.2872,109.0059,328.0238,7
-451.8971,113.2,328.0238,8
-451.8971,113.2,328.0238,9
-460.6621,116.375,328.0238,10
-460.6621,116.375,328.0238,1
-469.3615,119.5625,328.0238,2
-469.3615,119.5625,328.0238,3
-478.2338,122.75,328.0238,4
-478.2338,122.75,328.0238,5
-486.9091,126.225,328.0238,6
-486.9091,126.225,328.0238,7
-493.1625,126.225,328.0238,8
-258.95,33.7125,334.4781,9
-268.1095,38.05,334.4781,10
-268.1095,38.05,334.4781,1
-276.8641,41.5,334.4781,2
-276.8641,41.5,334.4781,3
-285.2889,45.8375,334.4781,4
-285.2889,45.8375,334.4781,5
-294.1681,47.7625,334.4781,6
-294.1681,47.7625,334.4781,7
-303.0061,51.85,334.4781,8
-303.0061,51.85,334.4781,9
-311.7614,55.3,334.4781,10
-311.7614,55.3,334.4781,1
-320.7234,58.75,334.4781,2
-320.7234,58.75,334.4781,3
-329.272,62.2,334.4781,4
-329.272,62.2,334.4781,5
-338.0274,65.65,334.4781,6
-338.0274,65.65,334.4781,7
-346.6058,70.1125,334.4781,8
-346.6058,70.1125,334.4781,9
-355.2768,73.6625,334.4781,10
-355.2768,73.6625,334.4781,1
-364.3906,77.2125,334.4781,2
-364.3906,77.2125,334.4781,3
-373.0915,80.7625,334.4781,4
-373.0915,80.7625,334.4781,5
-381.7921,84.325,334.4781,6
-381.7921,84.325,334.4781,7
-390.4929,87.875,334.4781,8
-390.4929,87.875,334.4781,9
-399.4003,91.425,334.4781,10
-399.4003,91.425,334.4781,1
-408.2375,94.975,334.4781,2
-408.2375,94.975,334.4781,3
-416.8276,98.525,334.4781,4
-416.8276,98.525,334.4781,5
-425.6057,102.075,334.4781,6
-425.6057,102.075,334.4781,7
-434.3375,105.6125,334.4781,8
-434.3375,105.6125,334.4781,9
-443.2874,109.0059,334.4781,10
-443.2874,109.0059,334.4781,1
-451.8972,113.2,334.4781,2
-451.8972,113.2,334.4781,3
-460.6622,116.375,334.4781,4
-460.6622,116.375,334.4781,5
-469.3616,119.5625,334.4781,6
-469.3616,119.5625,334.4781,7
-478.234,122.75,334.4781,8
-478.234,122.75,334.4781,9
-486.9094,126.225,334.4781,10
-486.9094,126.225,334.4781,1
-493.1625,126.225,334.4781,2
-258.95,33.7125,341.0615,3
-268.1095,38.05,341.0615,4
-268.1095,38.05,341.0615,5
-276.8641,41.5,341.0615,6
-276.8641,41.5,341.0615,7
-285.289,45.8375,341.0615,8
-285.289,45.8375,341.0615,9
-294.1681,47.7625,341.0615,10
-294.1681,47.7625,341.0615,1
-303.0061,51.85,341.0615,2
-303.0061,51.85,341.0615,3
-311.7615,55.3,341.0615,4
-311.7615,55.3,341.0615,5
-320.7234,58.75,341.0615,6
-320.7234,58.75,341.0615,7
-329.272,62.2,341.0615,8
-329.272,62.2,341.0615,9
-338.0274,65.65,341.0615,10
-338.0274,65.65,341.0615,1
-346.6059,70.1125,341.0615,2
-346.6059,70.1125,341.0615,3
-355.2768,73.6625,341.0615,4
-355.2768,73.6625,341.0615,5
-364.3906,77.2125,341.0615,6
-364.3906,77.2125,341.0615,7
-373.0915,80.7625,341.0615,8
-373.0915,80.7625,341.0615,9
-381.7921,84.325,341.0615,10
-381.7921,84.325,341.0615,1
-390.493,87.875,341.0615,2
-390.493,87.875,341.0615,3
-399.4004,91.425,341.0615,4
-399.4004,91.425,341.0615,5
-408.2375,94.975,341.0615,6
-408.2375,94.975,341.0615,7
-416.8276,98.525,341.0615,8
-416.8276,98.525,341.0615,9
-425.6057,102.075,341.0615,10
-425.6057,102.075,341.0615,1
-434.3375,105.6125,341.0615,2
-434.3375,105.6125,341.0615,3
-443.2874,109.0059,341.0615,4
-443.2874,109.0059,341.0615,5
-451.8974,113.2,341.0615,6
-451.8974,113.2,341.0615,7
-460.6624,116.375,341.0615,8
-460.6624,116.375,341.0615,9
-469.3618,119.5625,341.0615,10
-469.3618,119.5625,341.0615,1
-478.2341,122.75,341.0615,2
-478.2341,122.75,341.0615,3
-486.9095,126.225,341.0615,4
-486.9095,126.225,341.0615,5
-493.1625,126.225,341.0615,6
-258.95,33.7125,347.1285,7
-268.1095,38.05,347.1285,8
-268.1095,38.05,347.1285,9
-276.8641,41.5,347.1285,10
-276.8641,41.5,347.1285,1
-285.289,45.8375,347.1285,2
-285.289,45.8375,347.1285,3
-294.1681,47.7625,347.1285,4
-294.1681,47.7625,347.1285,5
-303.0061,51.85,347.1285,6
-303.0061,51.85,347.1285,7
-311.7615,55.3,347.1285,8
-311.7615,55.3,347.1285,9
-320.7234,58.75,347.1285,10
-320.7234,58.75,347.1285,1
-329.272,62.2,347.1285,2
-329.272,62.2,347.1285,3
-338.0274,65.65,347.1285,4
-338.0274,65.65,347.1285,5
-346.6059,70.1125,347.1285,6
-346.6059,70.1125,347.1285,7
-355.2768,73.6625,347.1285,8
-355.2768,73.6625,347.1285,9
-364.3906,77.2125,347.1285,10
-364.3906,77.2125,347.1285,1
-373.0915,80.7625,347.1285,2
-373.0915,80.7625,347.1285,3
-381.7921,84.325,347.1285,4
-381.7921,84.325,347.1285,5
-390.493,87.875,347.1285,6
-390.493,87.875,347.1285,7
-399.4004,91.425,347.1285,8
-399.4004,91.425,347.1285,9
-408.2375,94.975,347.1285,10
-408.2375,94.975,347.1285,1
-416.8276,98.525,347.1285,2
-416.8276,98.525,347.1285,3
-425.6057,102.075,347.1285,4
-425.6057,102.075,347.1285,5
-434.3375,105.6125,347.1285,6
-434.3375,105.6125,347.1285,7
-443.2875,109.0059,347.1285,8
-443.2875,109.0059,347.1285,9
-451.8975,113.2,347.1285,10
-451.8975,113.2,347.1285,1
-460.6625,116.375,347.1285,2
-460.6625,116.375,347.1285,3
-469.362,119.5625,347.1285,4
-469.362,119.5625,347.1285,5
-478.2343,122.75,347.1285,6
-478.2343,122.75,347.1285,7
-486.9096,126.225,347.1285,8
-486.9096,126.225,347.1285,9
-493.1625,126.225,347.1285,10
-258.95,33.7125,353.1955,1
-268.1096,38.05,353.1955,2
-268.1096,38.05,353.1955,3
-276.8641,41.5,353.1955,4
-276.8641,41.5,353.1955,5
-285.289,45.8375,353.1955,6
-285.289,45.8375,353.1955,7
-294.1682,47.7625,353.1955,8
-294.1682,47.7625,353.1955,9
-303.0062,51.85,353.1955,10
-303.0062,51.85,353.1955,1
-311.7615,55.3,353.1955,2
-311.7615,55.3,353.1955,3
-320.7234,58.75,353.1955,4
-320.7234,58.75,353.1955,5
-329.2721,62.2,353.1955,6
-329.2721,62.2,353.1955,7
-338.0275,65.65,353.1955,8
-338.0275,65.65,353.1955,9
-346.6059,70.1125,353.1955,10
-346.6059,70.1125,353.1955,1
-355.2768,73.6625,353.1955,2
-355.2768,73.6625,353.1955,3
-364.3906,77.2125,353.1955,4
-364.3906,77.2125,353.1955,5
-373.0915,80.7625,353.1955,6
-373.0915,80.7625,353.1955,7
-381.7921,84.325,353.1955,8
-381.7921,84.325,353.1955,9
-390.493,87.875,353.1955,10
-390.493,87.875,353.1955,1
-399.4004,91.425,353.1955,2
-399.4004,91.425,353.1955,3
-408.2375,94.975,353.1955,4
-408.2375,94.975,353.1955,5
-416.8276,98.525,353.1955,6
-416.8276,98.525,353.1955,7
-425.6059,102.075,353.1955,8
-425.6059,102.075,353.1955,9
-434.3375,105.6125,353.1955,10
-434.3375,105.6125,353.1955,1
-443.2876,109.0059,353.1955,2
-443.2876,109.0059,353.1955,3
-451.8976,113.2,353.1955,4
-451.8976,113.2,353.1955,5
-460.6626,116.375,353.1955,6
-460.6626,116.375,353.1955,7
-469.3621,119.5625,353.1955,8
-469.3621,119.5625,353.1955,9
-478.2344,122.75,353.1955,10
-478.2344,122.75,353.1955,1
-486.9099,126.225,353.1955,2
-486.9099,126.225,353.1955,3
-493.1625,126.225,353.1955,4
-258.95,33.7125,359.5208,5
-268.1096,38.05,359.5208,6
-268.1096,38.05,359.5208,7
-276.8641,41.5,359.5208,8
-276.8641,41.5,359.5208,9
-285.289,45.8375,359.5208,10
-285.289,45.8375,359.5208,1
-294.1682,47.7625,359.5208,2
-294.1682,47.7625,359.5208,3
-303.0062,51.85,359.5208,4
-303.0062,51.85,359.5208,5
-311.7615,55.3,359.5208,6
-311.7615,55.3,359.5208,7
-320.7234,58.75,359.5208,8
-320.7234,58.75,359.5208,9
-329.2721,62.2,359.5208,10
-329.2721,62.2,359.5208,1
-338.0275,65.65,359.5208,2
-338.0275,65.65,359.5208,3
-346.6059,70.1125,359.5208,4
-346.6059,70.1125,359.5208,5
-355.2768,73.6625,359.5208,6
-355.2768,73.6625,359.5208,7
-364.3906,77.2125,359.5208,8
-364.3906,77.2125,359.5208,9
-373.0915,80.7625,359.5208,10
-373.0915,80.7625,359.5208,1
-381.7921,84.325,359.5208,2
-381.7921,84.325,359.5208,3
-390.493,87.875,359.5208,4
-390.493,87.875,359.5208,5
-399.4004,91.425,359.5208,6
-399.4004,91.425,359.5208,7
-408.2375,94.975,359.5208,8
-408.2375,94.975,359.5208,9
-416.8276,98.525,359.5208,10
-416.8276,98.525,359.5208,1
-425.6059,102.075,359.5208,2
-425.6059,102.075,359.5208,3
-434.3375,105.6125,359.5208,4
-434.3375,105.6125,359.5208,5
-443.2877,109.0059,359.5208,6
-443.2877,109.0059,359.5208,7
-451.8977,113.2,359.5208,8
-451.8977,113.2,359.5208,9
-460.6628,116.375,359.5208,10
-460.6628,116.375,359.5208,1
-469.3623,119.5625,359.5208,2
-469.3623,119.5625,359.5208,3
-478.2345,122.75,359.5208,4
-478.2345,122.75,359.5208,5
-486.91,126.225,359.5208,6
-486.91,126.225,359.5208,7
-493.1625,126.225,359.5208,8
-258.95,33.7125,365.5878,9
-268.1096,38.05,365.5878,10
-268.1096,38.05,365.5878,1
-276.8641,41.5,365.5878,2
-276.8641,41.5,365.5878,3
-285.289,45.8375,365.5878,4
-285.289,45.8375,365.5878,5
-294.1682,47.7625,365.5878,6
-294.1682,47.7625,365.5878,7
-303.0062,51.85,365.5878,8
-303.0062,51.85,365.5878,9
-311.7615,55.3,365.5878,10
-311.7615,55.3,365.5878,1
-320.7234,58.75,365.5878,2
-320.7234,58.75,365.5878,3
-329.2721,62.2,365.5878,4
-329.2721,62.2,365.5878,5
-338.0275,65.65,365.5878,6
-338.0275,65.65,365.5878,7
-346.6059,70.1125,365.5878,8
-346.6059,70.1125,365.5878,9
-355.2768,73.6625,365.5878,10
-355.2768,73.6625,365.5878,1
-364.3906,77.2125,365.5878,2
-364.3906,77.2125,365.5878,3
-373.0916,80.7625,365.5878,4
-373.0916,80.7625,365.5878,5
-381.7923,84.325,365.5878,6
-381.7923,84.325,365.5878,7
-390.493,87.875,365.5878,8
-390.493,87.875,365.5878,9
-399.4004,91.425,365.5878,10
-399.4004,91.425,365.5878,1
-408.2375,94.975,365.5878,2
-408.2375,94.975,365.5878,3
-416.8277,98.525,365.5878,4
-416.8277,98.525,365.5878,5
-425.6059,102.075,365.5878,6
-425.6059,102.075,365.5878,7
-434.3375,105.6125,365.5878,8
-434.3375,105.6125,365.5878,9
-443.2879,109.0059,365.5878,10
-443.2879,109.0059,365.5878,1
-451.8979,113.2,365.5878,2
-451.8979,113.2,365.5878,3
-460.6629,116.375,365.5878,4
-460.6629,116.375,365.5878,5
-469.3624,119.5625,365.5878,6
-469.3624,119.5625,365.5878,7
-478.2346,122.75,365.5878,8
-478.2346,122.75,365.5878,9
-486.9101,126.225,365.5878,10
-486.9101,126.225,365.5878,1
-493.1625,126.225,365.5878,2
-258.95,33.7125,372.1711,3
-268.1096,38.05,372.1711,4
-268.1096,38.05,372.1711,5
-276.8641,41.5,372.1711,6
-276.8641,41.5,372.1711,7
-285.2891,45.8375,372.1711,8
